GPSpt,Date,ShrCover1,GrassCover1,TreeCover1,SH1,SH2,SH3,SH4,SH5,GH1,GH2,GH3,GH4,GH5,ShrCover2,GrassCover2,TreeCover2,SH6,SH7,SH8,SH9,SH10,GH6,GH7,GH8,GH9,GH10,ShrCover3,GrassCover3,TreeCover3,SH11,SH12,SH13,SH14,SH15,GH11,GH12,GH13,GH14,GH15,Buildings,Notes
113,20150131,97,20,0,2.4,2.3,2.4,2.3,2.4,shin,ankle,,ankle,ankle,86,17,0,2.6,2.4,2.6,2.2,2.6,shin,ankle,ankle,shin,ankle,98,42,7,2.5,2.4,2.4,2.3,2.5,,ankle,ankle,shin,ankle,0,
114,20150131,68,10,0,2.4,2.2,2.5,2.6,2.5,,ankle,,ankle,,74,13,17,2.4,2.7,2.2,0.7,1.4,,,ankle,ankle,,82,11,8,2.5,2.4,2.5,2.5,2.4,ankle,ankle,,ankle,ankle,0,
115,20150131,24,17,0,2.3,2.9,2.7,2.3,2.9,ankle,ankle,ankle,,ankle,31,14,12,2.8,2.4,1.7,2.6,2.6,,ankle,ankle,,,19,16,0,2.3,2.4,2.6,1.9,2.4,,ankle,ankle,,,0,
116,20150131,84,11,9,2.4,2.7,2.6,2.4,2.9,ankle,ankle,,,ankle,54,7,4,0.5,0.6,2.3,2.7,2.4,,,ankle,,,46,9,0,2.4,1.9,2.6,2.4,2.4,,,,,ankle,0,
117,20150131,34,11,0,3,2.7,0.9,2.3,,ankle,ankle,,,,21,9,11,1.2,1.2,0.6,2.6,1.4,ankle,ankle,,,ankle,36,4,0,0.5,0.9,2.2,0.7,2.3,,,,,ankle,0,
118,20150131,5,7,0,,0.1,,2.4,,,,,,,15,6,0,,,0.8,0.4,,,,,,,7,4,12,1.4,1.2,,,1.3,,,,,,0,
119,20150131,68,19,17,1.7,2.6,2.9,1.7,1.4,ankle,ankle,,,,48,16,0,2.3,2.2,2.7,2.2,2.1,ankle,,,ankle,,57,14,24,2.9,3.2,2.9,2.7,1.9,ankle,ankle,,ankle,ankle,0,
120,20150131,84,29,0,2.2,2.2,2.3,2.2,2.3,,ankle,ankle,ankle,,91,28,0,2.3,2.4,2.3,2.3,2.3,ankle,,,ankle,,68,44,0,1.9,2.1,2.1,2.3,2.3,ankle,ankle,ankle,ankle,,0,
121,20150124,34,76,0,2.7,0.4,2.6,1.8,3.3,68,130,54,84,38,39,100,0,0.4,3.1,2.7,0.9,2.3,130,126,142,109,129,21,100,0,3.1,1.9,1.6,2.4,2,140,140,136,124,146,0,
122,20150124,65,35,10,3.2,2.3,1.9,2.2,0.9,30,30,80,115,115,35,70,30,2.7,2.4,3.1,2.7,nan,45,29,26,38,55,20,85,12,2.4,2.1,1.9,2.3,2.1,88,76,35,94,110,0,
123,20150124,85,74,6,3,2.6,3.4,2.4,3.3,knee,waist,waist,knee,waist,18,96,0,2.4,2.7,2.9,2.7,2.3,knee,waist,chest,chest,chest,40,98,0,2,2.6,2.2,1.9,nan,waist,knee,knee,waist,waist,0,
124,20150124,54,45,8,2.4,2.6,3.3,2.5,2.7,knee,knee,shin,shin,knee,48,85,0,3.4,2.6,3.2,3.1,2.8,knee,ankle,waist,knee,waist,76,80,0,3.5,3.3,3.3,3,2.9,knee,knee,ankle,knee,knee,0,
125,20150124,18,100,15,2.6,2.4,2.9,2.5,2.4,chest,chest,chest,chest,chest,8,100,0,2.9,,3.3,,2.2,waist,chest,waist,chest,chest,28,92,15,1.9,2.6,1.6,,1.9,knee,chest,ankle,chest,chest,0,
126,20150124,36,100,36,2.4,1.9,2.2,3.1,2.2,chest,waist,chest,chest,chest,11,100,40,2.2,3.1,2.2,1.9,2.4,chest,chest,chest,chest,chest,26,100,16,2.7,2.6,2.6,2.4,1.9,chest,chest,chest,chest,chest,0,
127,20150124,10,40,65,3.7,,3.2,,3.6,chest,head,shin,shin,waist,14,80,46,1.6,,2.3,2.6,1.9,head,chest,chest,waist,chest,7,100,4,3.4,,,3.2,2.6,chest,chest,chest,chest,chest,0,
128,20150124,29,86,18,1.9,2.2,1.7,2.2,1.7,chest,waist,chest,chest,chest,14,94,0,3.4,2.6,3.3,1.9,,shin,waist,chest,waist,chest,26,96,16,2.2,3.4,1.9,2.4,2.6,waist,chest,chest,waist,waist,0,
129,20150124,32,96,0,2.1,2.3,3.1,1.2,1.7,chest,waist,chest,waist,waist,58,74,0,2.2,1.7,2.1,1.4,2.3,waist,waist,waist,chest,waist,12,94,14,2.2,2.7,1.9,1.6,2.6,waist,waist,waist,waist,waist,0,
130,20150204,78,5,0,3.1,3.1,2.9,3.2,3.1,,ankle,,,ankle,94,9,0,2.7,2.7,2.9,2.7,2.7,ankle,ankle,,,,84,6,0,2.6,2.7,2.6,2.6,2.7,,,,,,0,
131,20150204,92,7,35,2.6,2.6,2.4,2.7,2.6,ankle,ankle,,,,100,4,29,2.7,2.4,2.6,2.4,2.4,ankle,,,ankle,ankle,94,6,17,1.9,2.4,2.4,2.6,1.9,ankle,,,ankle,,0,
132,20150204,78,19,0,3.3,2.9,3.2,3.2,2.8,ankle,ankle,ankle,ankle,ankle,84,22,6,3.2,2.9,2.9,2.9,2.7,ankle,ankle,ankle,ankle,ankle,69,24,11,2.3,2.4,3.4,2.4,2.4,ankle,,,ankle,ankle,0,
133,20150204,99,26,11,3.3,3.2,3.3,3.3,3,ankle,ankle,ankle,,ankle,100,23,11,3.2,3,3.2,3.2,3,ankle,ankle,ankle,ankle,ankle,88,29,0,3,3.2,3,2.9,3.1,ankle,ankle,ankle,ankle,ankle,0,
134,20150204,100,7,16,2.7,2.7,2.9,2.7,2.7,,,,,,100,5,7,2.6,2.5,2.7,2.6,2.6,,,,,,100,6,8,2.6,2.9,2.7,2.6,2.6,ankle,,,,ankle,0,
135,20150204,96,8,0,3.3,2.9,2.6,3.2,2.7,,,ankle,,,78,6,9,2.3,3.3,1.7,2.6,2.3,ankle,,,ankle,,67,3,4,2.6,2.4,2.6,2.4,2.9,,,,,,0,
136,20150204,100,6,7,3.1,3,2.9,3.1,3.2,,,,,,83,4,11,3.3,3,2.9,2.7,3.2,,,,,,99,5,18,3.3,3.2,2.9,2.7,3.2,,,,,,0,
137,20150204,84,25,11,2.4,2.4,3.4,2.9,2.4,,,,,,90,18,4,2.7,3,2.7,2.4,2.2,ankle,ankle,,,,76,17,0,2.6,2.6,2.6,1.9,2.7,ankle,,,ankle,,0,
138,20150204,78,21,0,2.3,2,2.3,2.2,2,ankle,ankle,ankle,ankle,ankle,86,24,6,2.4,2.7,2.6,2.4,2.3,ankle,ankle,ankle,,ankle,66,32,4,2.7,1,2.9,2.7,3,ankle,ankle,shin,ankle,ankle,0,
139,20150218,0,100,0,,,,,,waist,waist,waist,waist,waist,0,100,0,,,,,,waist,waist,waist,waist,waist,6,100,0,,,,,3.2,waist,waist,waist,waist,waist,6,
140,20150218,10,39,0,,,2.5,,,shin,shin,waist,chest,chest,6,27,0,,,2.2,,,ankle,ankle,ankle,waist,waist,9,74,52,,,,3.3,,knee,waist,knee,knee,waist,1,
141,20150218,0,57,18,,,,,,waist,waist,ankle,ankle,ankle,0,64,0,,,,,,waist,head,head,head,head,0,82,0,,,,,,head,2.6,2.6,2.6,2.6,0,
143,20150218,0,100,0,,,,,,waist,waist,waist,waist,waist,0,100,0,,,,,,waist,waist,waist,2.4,2.7,0,100,0,,,,,,waist,waist,waist,waist,waist,0,
144,20150218,0,64,0,,,,,,ankle,waist,head,head,head,0,39,0,,,,,,head,head,head,head,head,0,84,0,,,,,,waist,chest,chest,chest,chest,0,
145,20150218,0,64,0,,,,,,waist,chest,head,head,head,0,49,0,,,,,,chest,head,ankle,head,head,0,88,0,,,,,,knee,knee,knee,head,head,0,
146,20150218,0,97,0,,,,,,ankle,knee,knee,knee,,0,86,0,,,,,,shin,shin,knee,head,head,3,82,6,0.9,2.3,,2.9,,ankle,knee,waist,waist,chest,5,
147,20150218,6,100,0,1.2,1.4,1.4,,,chest,chest,waist,chest,chest,0,100,0,,,,,,thigh,thigh,thigh,head,waist,17,84,0,1.9,2.4,,,,head,knee,waist,waist,waist,0,
148,20150218,0,57,0,,,,,,ankle,ankle,knee,knee,waist,0,39,0,,,,,,ankle,waist,waist,waist,waist,0,14,0,,,,,,head,ankle,ankle,ankle,ankle,0,
149,20150218,0,100,0,,,,,,2.9,2.9,2.9,2.9,2.9,0,100,0,,,,,,2.9,2.9,2.9,2.9,2.9,0,100,0,,,,,,2.9,2.9,2.9,2.9,2.9,0,
150,20150202,0,11,0,,,,,,ankle,knee,,,,0,48,0,,,,,,ankle,knee,ankle,knee,knee,0,68,0,,,,,,knee,knee,knee,knee,knee,0,maize/fallow mix 
151,20150202,4,11,16,0.8,0.6,2.2,,,ankle,,,waist,knee,0,29,0,,,,,,1.1,0.8,1.1,1.1,1.2,0,33,0, , , ,,,1.4,0.8,knee,knee,waist,0,maize/fallow mix 
152,20150202,2,59,0,,,1.1,1.5,,knee,waist,chest,knee,knee,0,89,0,,,,,,waist,waist,knee,waist,waist,6,91,0,,,1.8,,,knee,waist,knee,waist,waist,0,maize/fallow mix 
153,20150202,7,59,0,0.8,0.3,,2.4,,knee,knee,waist,knee,knee,2,64,0,0.8,0.3,,,,waist,waist,waist,knee,waist,14,91,3,0.8,0.6,2.3,,2.9,chest,knee,waist,chest,waist,0,maize/fallow mix 
154,20150202,12,78,0,,,2.6,0.9,,knee,waist,knee,chest,waist,17,91,0,2.4,2.2,0.3,,2.2,chest,chest,chest,waist,chest,9,82,0,,,2.9,1.9,,knee,waist,waist,chest,waist,4,maize/fallow mix 
155,20150202,4,98,0,0.6,0.4,0.5,0.8,,thigh,thigh,waist,thigh,thigh,22,96,0,0.5,2.3,3.4,2.6,2.7,knee,knee,waist,knee,knee,31,99,0,3,2.8,2.8,2.6,3.1,waist,waist,thigh,waist,waist,0,maize/fallow mix 
156,20150202,0,100,0,,,,,,thigh,chest,thigh,waist,chest,3,99,0,,,1.4,1.7,,chest,waist,chest,waist,chest,9,97,0,1.6,2.4,2.8,0.7,,waist,waist,chest,waist,waist,0,maize/fallow mix 
157,20150202,6,74,6,,,0.4,,,shin,waist,shin,waist,waist,9,54,0,,,1.2,2.7,1,shin,waist,waist,waist,waist,3,59,17,,,2.3,1.9,,knee,shin,waist,waist,waist,0,maize/fallow mix 
158,20150202,31,89,8,1.9,2.5,1.9,2.3,2.3,chest,chest,waist,chest,chest,0,100,0,,,,,,waist,chest,chest,chest,waist,4,50,0,,1.2,,,2.3,,,waist,ankle,knee,0,maize/fallow mix 
159,20150212,42,59,0,2.4,1.6,2,1.4,1.6,waist,waist,waist,waist,waist,21,64,0,2.1,1.3,1.5,1,2,knee,waist,knee,knee,waist,17,63,38,1.9,2.3,1.7,2.2,2,waist,knee,knee,knee,knee,0,
160,20150212,19,89,0,1.3,2.4,3.3,2.2,1.7,waist,waist,chest,chest,waist,59,45,36,1.2,2.3,2.3,2.2,2.4,waist,waist,waist,knee,waist,42,66,15,2.2,2,1.9,2.2,3.5,waist,waist,waist,waist,waist,0,
161,20150212,17,89,0,1.2,1.9,1.3,0.9,,knee,chest,chest,knee,knee,3,87,0,1.7,0.9,1.3,0.2,0.3,knee,knee,knee,waist,knee,29,60,38,2.4,2.2,1.9,2.6,1.7,knee,knee,ankle,shin,knee,0,
162,20150212,29,32,59,1.4,1.5,1.4,0.9,1.2,knee,knee,knee,knee,waist,11,74,16,1.9,1,1.2,1,1.2,knee,knee,knee,waist,knee,17,68,0,2.4,1.9,1,1,1.3,knee,knee,knee,knee,knee,0,
163,20150212,17,56,11,1.8,1.2,1.3,2.4,1.7,knee,knee,knee,ankle,knee,14,62,0,1.3,1.2,0.9,1.7,1.2,knee,waist,knee,knee,knee,11,54,0,1.7,1.4,2.2,0.9,2.3,knee,knee,knee,knee,knee,0,
164,20150212,6,100,0,2.2,0.3,,,0.8,210,210,210,210,200,3,100,0,2.4,0.8,,,,knee,head,head,head,head,11,100,0,0.3,2.5,0.8,0.4,0.6,knee,chest,chest,chest,knee,0,
165,20150212,19,94,0,1.6,2.2,1,2.4,0.8,chest,chest,chest,chest,chest,68,79,0,2.2,2.6,3.5,3.3,2.9,head,head,waist,waist,head,53,81,0,1.7,1.4,1.9,1.6,2.2,chest,chest,head,head,head,0,
166,20150212,17,35,21,1.9,0.3,1.1,2.6,,ankle,shin,,,knee,11,59,14,1.2,0.6,2.4,1.3,1.1,waist,waist,head,head,chest,21,74,6,1.3,1.9,1.2,0.9,3.2,waist,waist,chest,chest,waist,0,
167,20150212,11,100,0,0.7,1,,,,head,head,head,chest,head,4,100,9,0.3,1.2,,,2.6,head,head,head,head,head,30,94,65,3.4,3.3,2.9,2.7,3.3,head,head,waist,chest,waist,0,
168,20150212,76,72,24,3.5,2.4,2.6,3.2,2.6,head,head,head,waist,waist,34,68,79,2.6,2.4,2.2,2.7,3,head,head,chest,chest,head,29,84,57,1.4,1.3,1.7,1.6,1.2,head,chest,head,chest,head,0,
171,20150205,24,36,0,1.2,1.4,2.2,3.2,1.1,ankle,ankle,shin,ankle,ankle,47,42,17,1.3,2.4,2.2,2.2,2.2,ankle,ankle,shin,shin,ankle,11,38,0,2.1,1.4,1.2,0.7,0.9,ankle,ankle,ankle,shin,ankle,7,
172,20150205,16,78,0,2.3,2.4,2.3,0.7,2.2,shin,shin,knee,shin,shin,30,73,0,1.9,2.6,2.6,2.3,1.9,ankle,shin,shin,shin,shin,68,68,9,1.9,2.5,2.6,2.3,1.9,shin,shin,shin,shin,shin,0,
173,20150205,3,13,0,,,,,2.2,,,,,chest,0,35,24,,,,,,shin,knee,waist,waist,waist,16,11,33,,,2.6,2.9,2.4,,shin,,chest,chest,0,
174,20150205,32,94,45,2.3,2,2.6,3.2,3.2,waist,waist,waist,waist,waist,17,100,6,2.5,1.9,1.4,1.7,1.4,waist,waist,waist,waist,waist,45,100,0,2.5,2.7,3,2.7,2.6,waist,waist,waist,waist,waist,0,
175,20150205,0,47,11,,,,,,waist,waist,,,chest,0,32,0,,,,,,waist,shin,,,chest,0,100,0,,,,,,chest,waist,waist,chest,waist,0,
176,20150205,7,32,6,1.1,0.7,3.4,0.6,0.4,,,ankle,ankle,ankle,11,96,0,1.4,1.6,1.7,0.9,1,waist,waist,waist,waist,waist,3,100,21,1.9,1.6,0.3,,,waist,waist,chest,chest,waist,0,
177,20150205,0,100,0,,,,,,chest,chest,waist,chest,chest,7,100,9,1.2,1.6,2.2,1.2,1,waist,waist,chest,chest,waist,0,100,16,,,,,,chest,chest,chest,chest,chest,0,
178,20150205,36,64,0,,3.2,3.2,3.1,3.3,ankle,ankle,knee,ankle,ankle,9,59,17,1.7,1.9,1.2,1,0.7,ankle,ankle,ankle,ankle,ankle,59,47,9,3,2.9,3.1,2.9,2.7,ankle,ankle,ankle,ankle,ankle,0,
179,20150205,4,27,0,1.3,2.3,0.4,0.2,0.3,ankle,ankle,shin,ankle,ankle,2,36,6,0.4,0.1,0.3,,,ankle,ankle,ankle,ankle,ankle,16,32,0,2.3,1,1.2,1.2,2.7,ankle,ankle,,ankle,ankle,0,
182,20150228,65,2,2,2.6,2.7,2.4,2.9,2.7,,,,,,100,3,4,2.5,2.9,2.4,2.4,2.5,,,,,,87,3,0,2.8,2.6,2.6,2.6,2.6,,,,,,0,
183,20150228,65,2,2,2.6,2.7,2.4,2.9,2.7,,,,,,100,3,4,2.5,2.9,2.4,2.4,2.5,,,,,,84,3,0,2.9,2.8,2.8,2.7,2.9,,,,,,0,
184,20150228,78,6,31,3.5,3.5,3.2,2.7,2.6,,,,,,89,2,0,3.3,3.2,2.8,2.8,2.7,,,,,,74,3,9,2.6,2.4,2.7,2.7,2.6,,,,,,0,
185,20150228,78,6,9,2.6,3.3,2.4,2.7,2.6,,,ankle,,ankle,96,3,0,2.6,2.7,2.7,2.7,2.6,,,ankle,,ankle,98,2,0,2.9,3.1,3,3,2.7,ankle,,,,,0,
186,20150228,100,13,0,2.7,3,3.3,3,2.9,,,ankle,ankle,,100,7,0,3,3,2.9,3,2.6,,,,ankle,ankle,94,9,0,3.2,3.2,2.7,2.7,3,ankle,,,ankle,,0,
187,20150228,96,2,0,2.8,2.8,,2.8,2.8,,,,,,100,1,0,2.7,2.7,2.7,2.7,2.8,,,,,,100,0,0,2.7,2.7,2.7,2.7,2.7,,,,,,0,
188,20150228,100,3,0,3.3,3.2,3.3,2.9,2.7,,,,,,97,8,4,3.3,3.1,2.9,2.9,2.9,ankle,ankle,ankle,,ankle,91,6,0,2.4,2.9,3.3,3.3,3.2,ankle,ankle,ankle,,,0,
189,20150228,54,1,0,2.5,2.2, , ,2.6,,,,,,29,2,4,,,2.7,2.3,2.1,,,,ankle,,73,3,0,2.7,2.7,2.5,2.5,2.3,,ankle,ankle,,ankle,0,
190,20150228,89,2,0,2.6,2.6,2.6,2.6,2.6,,,,,,86,2,0,2.7,2.5,2.5,2.5,2.5,,,ankle,,,92,2,4,2.8,2.8,2.8,2.6,2.6,,ankle,ankle,,,0,
191,20150202,7,82,0,,2.1,,,,ankle,waist,waist,waist,waist,3,77,17,0.7,,,,2.4,waist,,waist,waist,waist,0,51,0,,,,,,,,chest,ankle,waist,36,
192,20150202,0,17,0,,,,,,,ankle,knee,knee,knee,11,39,0,2.2,,,,,knee,head,head,head,,2,30,0,,,,,,,,waist,waist,waist,36,
193,20150202,6,38,0,2.8,,,,,shin,ankle,ankle,ankle,ankle,13,29,17,2.8,,,1.9,,waist,waist,,,,4,31,8,,,1.9,,2.3,,,ankle,ankle,ankle,17,
194,20150202,4,88,0,0.2,0.2,0.2,,,shin,knee,shin,shin,shin,0,93,0,,,,,,ankle,ankle,knee,ankle,ankle,0,21,11,,,,,,,,ankle,,,65,
195,20150202,9,36,4,2.2,,,,,waist,head,head,,,3,19,13,,,,,,head,,,head,,0,59,0,,,,,,,,waist,chest,waist,28,
196,20150202,0,74,9,,,,,,waist,waist,waist,chest,waist,0,60,6,,,,,,waist,waist,head,chest,,11,29,3,1.9,,2.4,,,shin,head,head,,,36,
197,20150202,0,70,0,,,,,,knee,shin,knee,shin,shin,11,20,0,2.3,,,,2.6,waist,waist,,,,0,54,0,,,,,,,chest,chest,chest,,23,
198,20150202,7,21,3,,,2.9,,,,,knee,knee,chest,0,7,9,,,,,,,,,,,0,12,3,,,,,,,,knee,,chest,21,
199,20150202,0,38,0,,,,2.6,1.9,,2.3,2.6,,,13,31,7,2.4,2.6,,,,,,waist,knee,chest,8,26,11,2.4,2.7,,,,knee,,,,,12,
200,20150203,11,62,9,0.2,1,2.2,1.1,1,,ankle,ankle,,ankle,3,7,13,1.3,,,,,ankle,,,,,49,6,0,,1.8,2.7,2.9,2.7,,,,,,28,
201,20150203,32,25,0,2.3,3.4,3.2,2,1.2,,,,,,18,39,17,0.7,2.6,2.3,2.4,2.2,shin,ankle,,,ankle,26,42,6,2.3,1.9,2.4,2.2,1.8,ankle,ankle,ankle,,ankle,16,
202,20150203,7,74,0,0.8,,,0.3,2.4,ankle,ankle,,ankle,ankle,16,68,14,1.2,1,1.4,0.9,0.9,,,ankle,ankle,ankle,3,84,0,0.9,,1.2,,,knee,knee,knee,chest,chest,20,
203,20150203,6,54,0,0.3,0.9,,,,ankle,waist,waist,waist,,16,59,0,0.3,0.3,0.9,2.6,1.7,ankle,,,,ankle,4,89,0,0.3,0.4,,0.3,0.3,shin,ankle,shin,shin,ankle,17,
204,20150203,4,61,0,0.9,0.6,,1.9,,ankle,ankle,,ankle,ankle,3,48,0,0.2,0.6,,,1.2,ankle,,,ankle,ankle,19,21,11,2.3,0.6,2.4,,,shin,shin,ankle,ankle,waist,52,
205,20150203,3,45,0,0.2,1.6,0.8,2.7,,,shin,knee,knee,chest,13,29,14,0.3,0.7,2.6,,,,,,,,0,59,0,,,,,,ankle,shin,knee,,,18,
206,20150203,4,34,17,0.7,,,,,shin,shin,chest,,,6,40,39,0.3,0.3,0.8,,,,shin,shin,chest,chest,11,21,12,,0.4,3.2,0.8,0.5,,,shin,,ankle,28,
207,20150203,3,30,0,,,,,,ankle,ankle,,,,9,24,0,0.6,1.3,,,,ankle,ankle,ankle,,,6,17,7,1,0.4,,0.8,,,ankle,,,,18,
208,20150203,1,4,0,,0.2,0.1,,,,,,,,4,9,0,1.1,,,,,ankle,,,ankle,ankle,7,2,0,0.2,0.4,,0.9,1,,,,,,26,
210,20150225,7,16,12,1.2,2.3,1.7,,,,ankle,ankle,ankle,ankle,4,9,0,0.3,0.2,,,,ankle,ankle,ankle,,,6,16,0,0.2,0.2,0.7,1.1,,ankle,ankle,ankle,ankle,ankle,45,
211,20150225,0,17,8,,,,,,ankle,ankle,,,ankle,2,11,5,0.2, ,0.2,0.3,0.5,,,ankle,ankle,ankle,3,46,0,,0.3,,,3.2,,,ankle,head,head,49,
212,20150225,0,16,0,,,,,,,,ankle,,ankle,2,7,3,,0.2,,,,,,,ankle,ankle,4,9,0,0.2,0.2,1.8,,,,,,,,36,
213,20150225,21,11,9,0.7,0.4,1.2,1.6,2.6,,,,,,0,6,0,,,,,,,,,,,6,2,0,0.3,1,,,,,,,,,22,
214,20150225,41,0,15,,,2.6,2.8,2.7, ,,,,,16,8,7,,1.9,0.4,0.3,0.4,,,ankle,ankle,ankle,2,9,3,,,0.5,0.3,,,,ankle,ankle,ankle,8,
